Group,Athlete,Distance,Session Load,Workload,Sprint Distance,High Intensity Running,No. of High Intensity Events,Metres per Minute,No. of Sprints,Top Speed,Raw Top Speed,Accelerations,Decelerations,Minutes Played
STs,SYN_STs_ALTO_01077,9217,1998,9.5,76,466,28,114,9,27.8,30.5,74,62,83
CMs,SYN_CMs_MEDIO_01800,5846,1156,6.2,56,240,11,70,1,28.8,30.9,36,43,82
CBs,SYN_CBs_MEDIO_01138,4227,759,3.8,20,142,9,77,1,28.1,29.4,37,22,53
WBs,SYN_WBs_MEDIO_01155,3654,817,4.1,30,280,7,63,2,28.3,31.1,35,20,61
10s,SYN_10s_MEDIO_01055,6404,1239,6.6,51,216,11,75,2,27.6,31.1,46,46,85
WBs,SYN_WBs_MEDIO_01387,5879,1142,6.0,53,243,18,71,4,30.7,33.4,46,35,74
STs,SYN_STs_ALTO_00926,10577,2069,10.8,87,482,36,112,6,28.1,30.7,94,81,91
,SYN_Indefinido_ALTO_00613,8874,1645,7.9,53,305,19,100,5,29.3,32.1,65,56,87
,SYN_Indefinido_BAIXO_00433,50,8,0.1,2,6,0,12,0,24.6,25.8,0,0,6
CMs,SYN_CMs_MEDIO_01164,4593,939,4.1,43,121,7,77,1,28.5,30.9,22,24,58
10s,SYN_10s_ALTO_02156,9903,1910,9.9,61,397,23,105,3,29.5,31.7,79,76,90
,SYN_Indefinido_MEDIO_00468,4746,858,3.7,26,124,14,71,2,27.7,29.5,61,41,67
CMs,ORIG_ATL_CMs_035,6873,1271,6.4,33,189,11,117,5,29.7,30.9,23,36,60
CMs,SYN_CMs_MEDIO_01892,4877,890,4.9,29,116,8,87,3,28.4,29.6,25,23,62
10s,SYN_10s_MEDIO_01739,4809,828,4.2,32,271,14,76,2,28.0,31.3,43,33,67
WBs,SYN_WBs_ALTO_02021,11603,2202,11.0,113,532,26,130,7,29.2,30.8,80,68,89
STs,SYN_STs_BAIXO_00902,398,190,1.3,5,0,1,36,0,25.6,28.4,8,0,10
,SYN_Indefinido_MEDIO_00570,4017,738,3.6,26,182,7,64,1,27.9,29.4,25,26,61
10s,SYN_10s_MEDIO_00929,3651,702,3.0,51,192,13,67,3,28.2,31.2,39,23,57
CMs,SYN_CMs_ALTO_03369,9077,1702,7.9,56,303,24,106,5,30.4,32.5,69,60,86
STs,SYN_STs_MEDIO_00475,4214,899,4.2,25,173,10,68,3,23.1,26.1,34,35,62
10s,SYN_10s_ALTO_02311,9133,1859,9.5,71,363,27,95,4,26.0,29.1,71,70,91
STs,SYN_STs_ALTO_02364,11257,2295,11.3,120,360,38,126,9,32.4,34.1,87,80,95
CBs,SYN_CBs_ALTO_02961,8495,1622,8.2,26,224,19,110,3,27.2,29.9,68,63,79
10s,SYN_10s_MEDIO_02131,5394,1029,4.9,27,133,14,73,2,29.4,31.0,45,42,79
STs,SYN_STs_MEDIO_00811,5698,1207,6.2,78,266,17,78,4,30.3,33.4,48,45,77
CMs,SYN_CMs_MEDIO_01928,4599,793,3.7,2,87,7,68,0,27.8,29.0,26,30,65
,SYN_Indefinido_ALTO_00976,9981,1881,9.7,64,336,29,111,6,30.0,32.3,61,73,93
10s,SYN_10s_BAIXO_01470,50,8,0.1,0,3,2,6,0,24.5,27.2,2,10,11
10s,SYN_10s_ALTO_02419,8847,1829,9.3,75,341,17,92,5,29.7,31.9,53,61,95
CMs,SYN_CMs_BAIXO_00242,660,8,0.7,1,0,3,22,1,25.8,27.3,1,15,33
STs,SYN_STs_MEDIO_00582,5176,901,4.3,41,142,14,89,2,28.8,30.9,38,40,60
STs,SYN_STs_ALTO_00145,8501,1693,8.5,73,404,22,107,5,31.1,32.4,72,64,82
STs,SYN_STs_MEDIO_00119,3715,803,4.3,50,240,19,56,4,27.9,31.4,41,49,66
STs,SYN_STs_MEDIO_01384,3268,587,3.3,53,107,9,60,4,30.3,32.0,28,20,53
10s,SYN_10s_MEDIO_01761,4111,808,3.9,45,189,10,72,2,27.7,30.5,27,24,61
,SYN_Indefinido_MEDIO_00437,3607,612,2.9,19,97,6,61,1,28.4,30.3,24,22,53
STs,SYN_STs_ALTO_00950,9056,1858,9.0,111,450,35,99,9,30.3,32.3,84,84,92
STs,SYN_STs_ALTO_01361,8033,1622,7.6,88,412,29,96,10,32.1,33.6,55,52,81
,SYN_Indefinido_MEDIO_00309,5636,1114,5.6,24,135,10,83,2,30.1,32.3,35,43,70
CMs,SYN_CMs_ALTO_02336,9947,1780,8.8,62,329,17,122,1,29.5,31.8,60,74,81
CBs,SYN_CBs_ALTO_00232,8715,1636,8.1,23,310,19,102,2,28.5,31.1,64,57,84
CBs,SYN_CBs_ALTO_01108,7331,1567,8.0,48,183,15,85,2,28.0,30.0,62,58,84
,SYN_Indefinido_MEDIO_00141,4814,921,3.7,48,145,7,66,2,26.9,30.2,17,29,67
CMs,SYN_CMs_MEDIO_02549,4687,1005,5.2,11,114,8,67,1,29.4,31.2,17,32,67
CMs,SYN_CMs_MEDIO_00388,5740,1002,5.3,20,190,11,76,3,27.4,30.1,22,34,72
CMs,SYN_CMs_MEDIO_02980,5033,1025,5.5,20,183,8,72,0,28.4,30.7,31,23,65
CBs,SYN_CBs_MEDIO_00821,4779,1025,5.1,25,223,13,64,1,27.3,29.0,41,37,74
WBs,SYN_WBs_MEDIO_00788,5127,729,3.3,22,153,8,99,5,30.9,33.7,18,25,54
CMs,SYN_CMs_MEDIO_01684,4313,810,3.9,34,114,4,75,0,28.5,30.1,15,23,57
STs,SYN_STs_MEDIO_00670,4866,923,4.8,54,282,12,63,4,30.6,33.0,23,29,80
CBs,SYN_CBs_MEDIO_00143,5464,966,4.5,23,166,12,70,0,29.6,31.8,40,34,80
CMs,SYN_CMs_ALTO_02651,12135,2259,11.0,54,313,18,125,4,28.2,29.6,76,63,94
,SYN_Indefinido_ALTO_00163,10588,1776,8.6,70,352,26,107,6,31.4,34.4,82,74,94
CMs,SYN_CMs_MEDIO_01526,5969,1061,5.3,37,168,15,84,1,29.3,31.3,45,41,73
STs,SYN_STs_MEDIO_00268,6911,1323,6.9,78,260,20,85,4,29.1,31.4,52,46,82
WBs,SYN_WBs_MEDIO_01517,5163,1042,5.1,47,249,12,65,3,28.2,30.2,52,35,79
CMs,SYN_CMs_ALTO_02564,10480,2021,10.2,48,281,20,119,4,29.6,31.0,52,59,91
CBs,SYN_CBs_MEDIO_01618,3606,549,2.6,5,44,8,64,2,25.8,28.0,22,26,53
WBs,SYN_WBs_MEDIO_00495,4814,1020,5.6,18,195,12,81,2,30.8,33.8,29,31,63
WBs,SYN_WBs_ALTO_02019,9944,2148,10.9,109,549,29,106,11,30.8,32.3,78,62,95
10s,SYN_10s_MEDIO_00105,4778,914,4.9,34,184,12,53,1,27.9,30.0,55,41,85
WBs,SYN_WBs_ALTO_02435,9528,1854,8.9,104,493,28,109,6,31.4,34.6,62,66,86
CBs,SYN_CBs_ALTO_02467,8150,1586,8.0,38,193,17,88,2,26.9,28.9,63,64,83
CMs,SYN_CMs_MEDIO_01609,4686,815,3.9,34,141,5,79,0,28.4,30.5,18,28,60
CMs,SYN_CMs_ALTO_02213,9097,1664,8.3,56,228,18,108,2,31.5,32.8,47,61,93
10s,SYN_10s_ALTO_00049,7421,1445,7.7,65,283,20,83,3,29.9,32.5,62,58,88
10s,SYN_10s_MEDIO_01909,4462,818,4.2,30,225,9,73,1,30.8,32.6,34,23,62
STs,SYN_STs_ALTO_02459,9387,1997,9.6,83,471,28,98,8,28.3,31.3,77,76,93
,SYN_Indefinido_BAIXO_00594,2116,349,1.6,38,13,2,66,0,24.5,27.1,3,17,33
CBs,SYN_CBs_ALTO_00011,10451,2034,9.5,39,292,30,104,3,27.5,29.8,86,80,96
STs,SYN_STs_ALTO_00766,9615,1935,9.2,88,391,23,117,11,27.4,30.4,74,60,87
STs,SYN_STs_MEDIO_00086,3976,826,4.2,63,178,11,73,3,29.4,31.2,36,27,60
CMs,SYN_CMs_ALTO_03067,11854,2355,11.4,62,340,27,124,6,28.5,30.8,64,64,90
CBs,SYN_CBs_MEDIO_00218,5609,1205,5.6,25,154,14,62,0,25.5,28.0,45,43,86
CBs,SYN_CBs_MEDIO_02867,4444,760,4.4,28,124,9,72,0,25.2,26.5,40,31,60
10s,SYN_10s_ALTO_00267,7765,1406,7.4,56,298,19,102,4,30.2,32.0,73,68,79
CMs,SYN_CMs_MEDIO_00208,4520,728,3.0,24,147,9,74,0,28.1,31.1,29,28,57
STs,SYN_STs_MEDIO_00169,5988,1301,6.6,38,242,16,92,4,25.9,28.8,49,33,63
,SYN_Indefinido_ALTO_00041,8929,1780,8.9,53,272,21,105,3,30.7,33.7,64,51,82
10s,SYN_10s_MEDIO_00266,4532,830,3.7,20,132,9,75,1,30.5,31.9,22,29,54
CBs,SYN_CBs_MEDIO_00985,3379,772,3.6,16,51,9,55,2,28.3,31.2,24,16,60
CMs,SYN_CMs_MEDIO_02728,6920,1330,6.7,49,165,11,80,1,28.9,31.9,41,28,84
CMs,SYN_CMs_MEDIO_02065,5098,1012,4.6,54,213,10,81,2,24.9,28.3,26,26,65
CMs,SYN_CMs_ALTO_01402,9267,1748,8.7,43,266,17,110,3,29.2,31.5,47,71,85
WBs,SYN_WBs_BAIXO_00854,1243,418,2.1,15,106,2,29,0,25.1,27.8,14,1,44
10s,SYN_10s_BAIXO_01142,1551,340,1.3,15,116,1,31,0,25.1,27.4,5,6,44
STs,SYN_STs_MEDIO_01716,4760,1001,5.5,50,180,17,69,7,28.5,30.2,45,33,66
CBs,SYN_CBs_BAIXO_00537,222,87,0.3,8,0,1,21,0,28.0,30.3,4,7,11
STs,SYN_STs_ALTO_00537,7943,1740,8.6,67,338,26,94,5,31.9,35.3,66,66,88
CMs,SYN_CMs_MEDIO_01696,5946,1181,5.8,37,230,10,77,2,25.4,28.8,37,42,83
STs,SYN_STs_MEDIO_01638,4406,990,4.8,26,158,15,86,4,31.8,35.4,31,33,54
CMs,SYN_CMs_MEDIO_01167,5860,1112,5.5,16,146,8,85,1,28.3,29.5,28,26,63
STs,SYN_STs_MEDIO_01325,5648,1025,5.5,74,305,16,69,3,30.0,32.3,56,40,82
10s,SYN_10s_MEDIO_00962,4847,989,5.0,33,238,10,63,2,28.2,30.3,29,46,73
10s,SYN_10s_BAIXO_01364,856,83,0.5,23,77,1,53,0,25.6,27.0,0,10,17
CBs,SYN_CBs_MEDIO_02213,4165,858,4.3,25,134,9,68,0,26.8,29.1,33,30,56
STs,SYN_STs_ALTO_00916,8854,1684,8.4,95,373,31,112,7,28.4,30.7,82,58,80
CBs,SYN_CBs_ALTO_03266,8574,1722,8.7,46,219,21,99,1,29.4,32.0,83,56,88
CBs,SYN_CBs_MEDIO_01736,3971,814,3.7,13,65,9,69,0,28.8,30.0,34,39,59
10s,SYN_10s_BAIXO_00860,1370,278,1.3,5,55,2,46,0,25.6,26.9,12,8,32
CBs,SYN_CBs_ALTO_03163,7549,1438,7.9,35,216,17,90,2,26.4,29.7,54,56,81
WBs,SYN_WBs_BAIXO_00485,86,42,0.1,0,0,0,1,0,28.2,31.5,2,0,16
STs,SYN_STs_ALTO_00198,7700,1625,7.7,100,291,26,95,8,29.7,32.4,64,64,84
,SYN_Indefinido_ALTO_01114,9670,1849,9.2,69,298,21,114,4,31.4,32.5,68,70,82
CMs,SYN_CMs_ALTO_00068,10048,1891,9.9,33,331,20,102,3,32.8,33.9,52,67,94
CMs,SYN_CMs_ALTO_00095,10649,2092,10.1,62,321,25,117,5,29.6,31.5,57,70,91
10s,SYN_10s_BAIXO_00560,223,8,0.1,11,0,1,7,0,29.8,31.8,2,9,20
10s,SYN_10s_BAIXO_00386,245,8,0.1,13,31,4,9,0,27.7,30.8,21,7,43
10s,SYN_10s_MEDIO_02464,5543,1111,5.3,62,289,11,55,2,28.3,29.8,45,43,86
,SYN_Indefinido_MEDIO_00105,6072,1240,6.3,42,186,15,79,6,27.2,30.1,48,25,83
WBs,SYN_WBs_BAIXO_00166,1954,473,2.1,14,41,1,40,0,22.5,25.2,10,3,47
10s,SYN_10s_BAIXO_00054,815,117,1.1,29,0,1,12,0,25.5,28.0,1,7,40
CMs,SYN_CMs_BAIXO_01171,1214,273,1.7,2,66,4,37,0,21.9,25.3,9,18,32
STs,SYN_STs_MEDIO_01225,5647,927,4.3,59,213,12,67,3,29.8,32.2,41,45,86
WBs,SYN_WBs_BAIXO_00707,50,110,0.7,2,6,2,9,2,26.1,28.1,0,5,19
,SYN_Indefinido_MEDIO_00278,4498,982,4.8,36,112,10,59,3,27.3,30.6,44,26,75
10s,SYN_10s_MEDIO_01598,3696,642,3.5,10,77,11,58,2,30.1,33.6,31,32,65
10s,SYN_10s_MEDIO_02973,4564,836,4.8,21,219,11,70,2,29.9,32.3,43,31,75
CBs,SYN_CBs_MEDIO_00410,6449,1153,6.0,16,142,19,83,2,29.6,32.1,59,44,83
CMs,SYN_CMs_MEDIO_00855,4104,590,3.2,30,113,7,71,1,28.1,30.6,27,31,55
CMs,SYN_CMs_MEDIO_01097,5053,976,5.1,27,55,10,71,2,29.5,31.3,27,36,68
CBs,SYN_CBs_BAIXO_01149,375,8,0.2,3,0,1,17,0,24.4,26.4,4,6,22
WBs,SYN_WBs_MEDIO_01803,6021,1191,5.9,42,271,10,78,3,25.5,27.7,42,32,75
10s,SYN_10s_ALTO_00451,10317,2025,9.6,98,329,29,112,5,32.5,34.3,82,64,92
10s,SYN_10s_ALTO_00064,8852,1841,9.0,60,317,24,110,5,29.5,31.3,71,64,80
WBs,SYN_WBs_MEDIO_00645,5706,997,4.8,38,394,13,80,5,28.6,30.4,46,44,71
CMs,SYN_CMs_MEDIO_02838,4016,706,3.7,10,175,8,72,0,27.6,29.4,31,28,57
WBs,SYN_WBs_MEDIO_01406,6269,1262,5.9,60,250,15,93,3,29.1,30.7,40,32,69
WBs,SYN_WBs_MEDIO_00971,4584,796,3.8,35,188,11,73,2,27.2,28.9,31,33,59
WBs,SYN_WBs_MEDIO_00059,5603,1150,5.7,44,274,11,93,2,28.4,31.9,30,30,61
WBs,SYN_WBs_BAIXO_00647,792,242,1.1,0,0,2,30,0,25.2,27.9,11,5,22
WBs,SYN_WBs_BAIXO_00293,574,195,0.7,2,10,1,42,1,27.0,29.0,4,0,14
10s,SYN_10s_BAIXO_00109,50,113,0.8,2,6,0,3,0,25.3,26.8,2,3,18
STs,SYN_STs_MEDIO_01763,4593,1026,5.6,54,150,16,71,5,29.1,31.4,30,51,71
CMs,SYN_CMs_BAIXO_00966,615,121,0.8,6,0,0,128,0,25.3,26.9,6,0,5
CBs,SYN_CBs_BAIXO_00262,369,64,0.1,0,47,0,13,0,25.5,27.9,0,5,30
WBs,SYN_WBs_ALTO_02126,8204,1578,8.1,71,486,26,100,5,31.5,33.2,61,59,81
WBs,SYN_WBs_MEDIO_00813,4996,1024,4.5,35,183,13,89,2,30.4,31.8,41,30,55
WBs,SYN_WBs_MEDIO_01940,5108,960,5.3,48,232,15,80,5,29.9,32.4,35,42,65
CBs,SYN_CBs_BAIXO_00362,180,148,0.4,0,23,0,9,0,23.7,26.2,6,0,10
CBs,SYN_CBs_MEDIO_01475,4415,947,5.2,12,106,15,76,2,28.8,31.6,50,39,57
WBs,SYN_WBs_ALTO_02291,10692,2121,10.2,78,445,27,127,8,32.7,36.2,76,61,88
CMs,SYN_CMs_ALTO_01677,11506,2391,11.7,87,331,24,116,2,31.7,33.3,63,80,96
STs,SYN_STs_BAIXO_00432,2113,509,2.7,6,181,2,50,0,23.7,26.7,7,14,52
10s,SYN_10s_ALTO_00724,9272,2011,10.7,59,405,27,102,5,28.7,31.4,71,71,90
STs,SYN_STs_ALTO_02067,8364,1713,8.0,84,471,30,106,8,29.7,31.3,77,61,81
,SYN_Indefinido_ALTO_00913,8584,1764,9.3,52,262,18,102,7,29.6,31.7,60,51,85
CMs,SYN_CMs_ALTO_01567,9394,1634,8.8,43,338,18,104,2,32.1,33.7,64,54,93
WBs,SYN_WBs_MEDIO_00396,6107,1227,6.2,44,289,13,90,3,29.5,32.7,35,28,70
10s,SYN_10s_ALTO_01759,9561,1848,8.9,76,292,22,114,5,33.8,36.6,76,67,88
CMs,SYN_CMs_MEDIO_01424,4798,895,3.8,42,54,6,65,1,27.8,29.9,25,22,66
WBs,SYN_WBs_ALTO_00320,8796,1552,7.3,69,473,26,99,6,32.1,33.6,68,67,88
CMs,SYN_CMs_BAIXO_01339,50,8,0.1,2,0,1,7,1,23.6,25.8,6,0,6
STs,SYN_STs_MEDIO_00764,5891,1017,5.3,56,243,16,71,3,30.2,33.0,45,41,80
,SYN_Indefinido_ALTO_00256,8769,1667,8.4,54,363,14,109,2,28.4,30.5,52,57,83
WBs,SYN_WBs_MEDIO_01773,4766,1047,4.9,64,301,12,64,6,30.9,33.3,32,26,68
CMs,SYN_CMs_BAIXO_01230,773,181,1.3,11,0,2,33,0,26.7,29.1,9,10,22
10s,SYN_10s_ALTO_00249,7964,1486,7.2,40,315,16,100,4,32.0,33.8,48,40,83
WBs,SYN_WBs_ALTO_00828,9762,1741,8.8,90,396,28,99,5,30.1,32.4,70,69,95
10s,SYN_10s_ALTO_02331,7972,1548,7.9,75,238,19,99,4,31.1,33.7,59,65,81
10s,SYN_10s_MEDIO_01161,4046,804,4.1,36,174,7,62,0,30.5,33.2,32,26,56
CBs,SYN_CBs_ALTO_01768,10192,1787,9.1,40,317,26,107,2,27.3,30.6,80,87,92
10s,SYN_10s_ALTO_00083,8274,1641,8.4,65,313,30,99,6,30.9,32.8,61,73,88
10s,SYN_10s_MEDIO_01831,5323,1256,6.4,59,185,13,58,3,31.0,33.5,43,36,85
CBs,SYN_CBs_ALTO_02898,8480,1722,8.1,36,276,21,98,2,26.8,30.1,64,62,84
10s,SYN_10s_ALTO_02149,7973,1588,7.7,56,270,28,96,4,30.0,32.9,75,72,82
STs,SYN_STs_ALTO_00676,8954,1815,9.0,90,350,26,106,6,29.7,31.6,82,63,88
CBs,SYN_CBs_ALTO_01415,7211,1320,6.5,43,212,22,90,3,29.1,32.1,60,59,79
10s,SYN_10s_ALTO_01323,10242,1927,9.4,90,413,24,113,4,29.8,31.6,90,65,92
CBs,SYN_CBs_MEDIO_00890,4318,854,4.2,22,154,12,74,1,26.9,29.3,31,39,59
CMs,SYN_CMs_ALTO_03335,8703,1721,8.9,8,211,21,107,3,32.2,34.8,60,63,80
10s,SYN_10s_MEDIO_01552,5399,1186,6.1,53,130,12,67,3,30.0,32.9,39,36,77
STs,SYN_STs_ALTO_01537,9963,2073,10.7,91,415,25,97,7,29.9,33.1,78,71,95
CBs,SYN_CBs_ALTO_00744,9304,1868,9.1,27,194,20,103,3,28.2,31.2,67,83,90
10s,SYN_10s_BAIXO_01098,396,161,1.2,1,51,2,36,0,26.2,27.9,0,17,10
CMs,SYN_CMs_BAIXO_01094,727,141,0.5,4,10,1,50,0,26.8,30.3,0,12,13
,SYN_Indefinido_MEDIO_00974,5169,872,4.1,26,175,12,64,2,28.4,32.0,31,28,74
WBs,SYN_WBs_BAIXO_00136,844,233,1.0,8,37,1,24,0,27.7,29.3,8,9,40
CMs,SYN_CMs_BAIXO_00162,291,51,0.9,5,0,0,35,0,26.7,30.1,0,7,8
10s,SYN_10s_MEDIO_02124,3228,542,2.8,34,167,10,51,1,26.3,27.6,33,37,64
10s,SYN_10s_ALTO_00707,7274,1437,7.6,59,244,19,87,3,28.7,31.5,57,66,85
STs,SYN_STs_BAIXO_00142,1350,317,1.3,22,3,2,28,0,24.0,26.6,12,8,45
WBs,SYN_WBs_ALTO_00417,10173,2004,10.5,84,493,22,115,6,28.1,29.9,59,60,88
CBs,SYN_CBs_MEDIO_02595,4244,803,4.2,28,164,10,79,0,27.0,28.5,36,29,57
STs,SYN_STs_MEDIO_00880,4945,921,5.1,67,199,15,82,3,29.9,33.2,31,46,65
CBs,SYN_CBs_MEDIO_01133,5702,1000,4.8,21,205,12,75,2,27.4,30.1,46,51,79
CMs,SYN_CMs_MEDIO_00917,4892,843,4.3,6,116,6,89,0,29.8,33.1,22,26,56
10s,SYN_10s_ALTO_02598,7460,1429,8.1,72,358,22,85,4,31.1,33.0,74,47,84
10s,SYN_10s_ALTO_03238,8982,1685,8.6,71,300,19,110,4,31.6,34.1,75,61,79
WBs,SYN_WBs_BAIXO_00101,407,15,0.1,1,13,2,43,0,25.3,27.4,3,13,12
,SYN_Indefinido_ALTO_00334,9627,1697,8.6,76,293,18,101,5,31.0,34.0,64,58,88
WBs,SYN_WBs_ALTO_01183,9095,1918,9.2,98,370,26,96,7,32.8,36.0,73,61,89
WBs,SYN_WBs_ALTO_01664,10322,2024,10.3,87,473,28,131,6,32.6,35.9,84,73,81
10s,SYN_10s_ALTO_03478,9135,1835,8.8,88,318,28,106,5,32.2,34.0,69,76,86
WBs,SYN_WBs_MEDIO_00525,6776,1307,7.3,14,241,13,76,3,31.1,34.4,53,39,85
WBs,SYN_WBs_MEDIO_00681,5224,1187,5.9,45,173,8,83,1,29.6,32.9,28,37,66
STs,SYN_STs_ALTO_02056,9987,2000,10.1,110,409,37,111,12,28.5,30.4,89,78,93
,SYN_Indefinido_ALTO_00890,7367,1362,6.1,51,132,19,96,5,26.3,28.4,50,64,81
WBs,SYN_WBs_BAIXO_00239,576,184,0.8,1,74,1,96,0,24.8,27.0,8,0,6
STs,SYN_STs_BAIXO_00807,170,8,0.1,4,22,0,18,0,23.3,26.7,0,0,12
CBs,SYN_CBs_MEDIO_00692,5690,1086,6.1,16,162,11,69,1,27.9,29.4,47,35,87
WBs,SYN_WBs_MEDIO_01684,5607,993,4.7,30,274,18,76,5,33.1,36.0,39,38,74
CBs,SYN_CBs_ALTO_03152,7733,1540,8.4,29,163,22,99,2,30.0,32.8,66,57,80
STs,SYN_STs_ALTO_01266,8529,1802,9.1,108,414,30,97,9,30.8,32.2,74,55,90
CBs,SYN_CBs_MEDIO_02648,5095,848,5.4,27,115,18,53,3,23.0,25.2,48,42,81
CBs,SYN_CBs_ALTO_03220,9536,1748,8.7,27,218,26,121,3,30.3,33.5,79,64,79
STs,SYN_STs_ALTO_02148,11445,2207,10.7,105,544,27,129,9,30.7,34.1,73,83,91
10s,SYN_10s_MEDIO_02435,4312,807,4.9,32,134,9,75,3,31.3,33.6,29,31,60
CBs,SYN_CBs_ALTO_00154,9355,1856,9.4,31,207,25,105,3,28.7,31.4,77,71,89
STs,SYN_STs_ALTO_00223,9774,1952,9.7,87,379,28,114,5,31.2,34.1,66,74,90
CMs,SYN_CMs_BAIXO_00886,735,62,0.4,1,26,2,28,0,25.4,26.9,0,16,31
CMs,SYN_CMs_MEDIO_01375,5989,1088,5.2,19,211,11,82,3,29.2,30.8,36,39,68
CBs,SYN_CBs_ALTO_03135,8680,1574,7.6,20,334,26,101,2,27.1,29.5,78,74,90
WBs,SYN_WBs_ALTO_01780,10323,1937,10.0,85,549,26,127,7,34.1,37.6,75,58,82
10s,SYN_10s_BAIXO_01144,50,25,0.7,0,6,2,1,0,24.5,27.6,17,3,39
,SYN_Indefinido_ALTO_00775,8860,1654,8.5,68,192,17,100,2,31.5,34.5,59,64,86
,SYN_Indefinido_BAIXO_00104,2662,634,3.5,0,29,5,57,0,24.4,25.8,10,28,46
STs,SYN_STs_MEDIO_01699,5364,1035,5.1,34,148,13,97,4,31.9,35.1,45,32,60
WBs,SYN_WBs_MEDIO_00226,4304,841,4.8,34,223,8,75,0,33.1,34.6,43,24,58
CBs,SYN_CBs_BAIXO_00198,50,8,0.1,0,0,1,16,0,24.7,27.5,7,5,6
CBs,SYN_CBs_MEDIO_02433,5905,1012,4.9,9,123,14,77,2,28.4,31.1,54,27,75
CBs,SYN_CBs_ALTO_01787,9580,1985,9.3,31,348,23,104,1,28.8,32.1,68,71,95
WBs,SYN_WBs_MEDIO_01946,4273,802,3.1,32,137,10,61,2,28.0,31.4,31,34,66
CBs,SYN_CBs_ALTO_01627,10271,1726,9.1,51,263,22,121,2,29.1,31.2,75,74,91
WBs,SYN_WBs_MEDIO_00199,6120,1184,5.8,75,318,15,77,4,30.2,31.5,22,39,79
10s,SYN_10s_BAIXO_01489,321,58,0.2,0,0,2,16,0,26.6,29.2,2,14,16
CBs,SYN_CBs_BAIXO_00737,638,8,0.1,0,22,0,25,0,23.5,26.8,5,0,24
CBs,SYN_CBs_MEDIO_01323,5615,1038,5.3,18,217,11,64,1,24.6,25.8,41,49,87
CBs,SYN_CBs_MEDIO_02607,4016,756,3.8,28,81,10,65,1,27.8,30.3,42,33,66
10s,SYN_10s_MEDIO_01442,3117,500,2.8,20,109,7,61,2,26.9,28.1,25,22,54
CBs,SYN_CBs_MEDIO_01113,5983,1029,4.9,9,194,9,71,1,29.3,30.8,41,37,82
CMs,SYN_CMs_ALTO_02730,8596,1631,8.6,50,213,17,104,2,30.6,33.8,53,54,82
CBs,SYN_CBs_BAIXO_00686,430,166,0.4,13,55,0,11,0,24.3,27.3,0,7,25
CMs,SYN_CMs_ALTO_01241,8803,1631,8.3,46,250,23,94,3,29.1,31.3,59,60,91
10s,SYN_10s_MEDIO_01416,3165,764,4.1,37,169,9,59,2,25.6,28.3,25,28,57
WBs,SYN_WBs_ALTO_02217,11181,2259,11.1,90,543,34,130,7,31.5,34.8,73,89,88
CBs,SYN_CBs_ALTO_01676,8524,1564,7.5,27,226,15,93,3,28.4,30.0,69,54,87
10s,SYN_10s_ALTO_00751,9576,1905,9.4,64,279,18,107,5,28.3,30.2,76,55,95
10s,SYN_10s_MEDIO_02821,4072,783,3.9,35,174,8,66,2,28.9,31.5,29,30,63
CBs,SYN_CBs_MEDIO_01147,4711,878,4.4,15,134,9,62,1,27.9,30.7,43,34,69
WBs,SYN_WBs_BAIXO_00858,50,258,1.4,2,0,1,3,0,28.4,29.8,8,0,11
CMs,SYN_CMs_ALTO_00121,9730,1896,9.3,57,237,23,118,5,30.9,32.7,59,60,81
10s,SYN_10s_BAIXO_00400,50,145,0.7,2,6,2,1,1,28.2,30.6,6,0,27
10s,SYN_10s_MEDIO_02219,3843,648,3.1,31,129,12,76,4,30.5,34.1,32,33,54
CBs,SYN_CBs_MEDIO_00318,5867,1227,5.8,39,132,10,80,1,28.9,30.5,43,41,67
CMs,SYN_CMs_ALTO_01040,8371,1517,8.2,48,250,15,103,2,30.9,32.3,57,60,80
STs,SYN_STs_MEDIO_01322,4768,934,4.6,81,251,14,75,4,29.4,32.7,45,39,68
STs,SYN_STs_ALTO_00086,8257,1523,7.5,105,375,31,98,9,29.9,33.2,69,67,89
10s,SYN_10s_ALTO_02833,9254,1834,9.4,79,348,22,109,5,33.8,37.3,65,61,85
STs,SYN_STs_ALTO_02333,9735,2037,10.6,88,438,26,107,9,29.9,31.3,79,82,92
,SYN_Indefinido_MEDIO_00153,5715,1138,4.9,49,98,11,90,0,27.9,29.8,38,36,67
WBs,SYN_WBs_MEDIO_00572,4138,997,4.8,20,258,10,61,4,29.4,32.4,39,24,62
CMs,SYN_CMs_MEDIO_01383,6023,1246,6.6,45,197,8,70,0,30.3,33.9,38,33,76
CBs,SYN_CBs_MEDIO_00738,5537,925,4.5,22,145,13,58,2,28.6,30.9,56,37,84
WBs,SYN_WBs_MEDIO_00907,4228,928,4.3,59,283,13,69,3,28.7,30.7,34,26,63
10s,SYN_10s_MEDIO_00213,5047,1030,5.4,35,238,18,66,2,28.8,30.2,47,47,76
CMs,SYN_CMs_MEDIO_01000,4479,861,4.1,43,168,10,76,1,27.9,29.7,23,34,58
,SYN_Indefinido_ALTO_00136,10359,1875,9.2,71,300,18,112,4,25.7,27.9,67,62,89
STs,SYN_STs_MEDIO_01561,5737,1232,5.7,57,212,16,91,3,29.2,30.6,45,31,65
10s,SYN_10s_MEDIO_02409,3839,849,4.4,50,112,10,73,3,31.5,34.8,29,31,54
